site_clean,target,fire_count,fire_min,fire_max,fire_mean,fire_sum,fire_std,fire_med,fire_major,fire_minor,burnt_enco,fire_sn_ord,fire_f,fire_tot,since_fire,fire_gap,fire_pois1_2,fire_pois1_5,fire_pois1_10,tot_an_emsi_avg_si,tot_an_drsi_avg_si,tot_avg_emse_djf,tot_avg_emse_mam,tot_avg_emse_jja,tot_avg_emse_son,tot_avg_emse_dry,tot_avg_emse_wet,tot_avg_emse_annual,tot_avg_drse_djf,tot_avg_drse_mam,tot_avg_drse_jja,tot_avg_drse_son,tot_avg_drse_dry,tot_avg_drse_wet,tot_avg_drse_annual,b1_wfp_dry_mean,b1_wfp_dry_p50,b1_wfp_dry_p99,b1_wdc_dry_major,b1_n17_dry_major,b1_hsd_mean,b1_hsd_p50,b1_hsd_p99,b1_hmc_mean,b1_hmc_p50,b1_hmc_p99,b1_hcv_mean,b1_hcv_p50,b1_hcv_p99,b1_h99_mean,b1_h99_p50,b1_h99_p99,b1_fdc_dry_major,b1_ccw_dry_mean,b1_ccw_dry_p50,b1_ccw_dry_p99,b1_dbifm_dry_mean,b1_dp1fm_dry_mean,b1_dp1fm_dry_p50,b1_dp1fm_dry_p99,b2_dp1fm_dry_mean,b2_dp1fm_dry_p50,b2_dp1fm_dry_p95,b3_dp1fm_dry_mean,b3_dp1fm_dry_p50,b3_dp1fm_dry_p99,b1_dbifm_dry_p50,b1_dbifm_dry_p99,b2_dbifm_dry_mean,b2_dbifm_dry_p50,b2_dbifm_dry_p99,b3_dbifm_dry_mean,b3_dbifm_dry_p50,b3_dbifm_dry_p99,b4_dbifm_dry_mean,b4_dbifm_dry_p50,b4_dbifm_dry_p99,b5_dbifm_dry_mean,b5_dbifm_dry_p50,b5_dbifm_dry_p99,b6_dbifm_dry_mean,b6_dbifm_dry_p50,b6_dbifm_dry_p99,dbifmdry_r32,dbifmdry_r42,dbifmdry_r43,dbifmdry_r52,dbifmdry_r53,dbifmdry_r54,dbifmdry_r62,dbifmdry_r63,dbifmdry_r64,dbifmdry_r65,dbifmdry_GSAVI,dbifmdry_GNDVI,dbifmdry_CVI,dbifmdry_NDGI,dbifmdry_RI,dbifmdry_NBR,dbifmdry_NDII,dbifmdry_GDVI,dbifmdry_MSAVI,dbifmdry_DVI,dbifmdry_SAVI,dbifmdry_NDVI,dbifmdry_MSR
nttdab0001.2014,6726.414567,20,3,5,3.4,68,0.8,3,3,5,1,1,0.34444,9,3,2.3,9.432,1.258,0.064,10.73517829,12.09033477,438.1,366.8,100.4,388.7,297.8,1002.3,1300.1,894.9,106.2,0.1,164.5,0.3,1365.4,1365.7,36.22222222,36,39.92,3,8,105.1968113,105.1582718,105.3666556,111.6941232,111.7027893,112.3822968,146.3079732,145.7124481,151.3933203,119.8083589,119.7263336,120.4968048,3,56.66666667,56,61.84,337.2222222,4.555555556,4,5.92,43.77777778,44,47.2,50,51,52.92,341,350.84,609.6666667,608,638.72,762.2222222,762,817.2,2395.777778,2384,2454.92,1828.555556,1819,1933.16,909.6666667,922,985.6,12502278,39296519,31431487,29992710,23989796,7632409,14920722,11934402,3796958,4974783,3347076,5945406,49206888,-1115974,1115974,4497579,1342647,1786000,2701811,1633000,3002942,5172632,7728634
nttdac0001.2014,10544.60128,16,8,8,8,128,0,8,8,8,1,2,0.25833,12,2,2.133333333,13.818,3.267,0.434,10.78430013,11.9467642,450.1,427.7,156.3,484.6,426.2,1102.6,1528.8,,247.9,0,167.9,19,,,46.33333333,47,49.92,3,4,105.398802,105.378624,105.8169415,109.1450763,109.0510254,110.2754538,162.8955638,163.1377411,171.688999,118.6454536,118.5846176,119.5817789,3,68.66666667,70,72.84,328.6666667,5.777777778,6,7.92,43.33333333,44,47,49.33333333,48,54.84,328,350.92,544.6666667,555,581.84,716.1111111,721,757.68,2090.222222,2090,2159.8,1921.555556,1937,2012.36,1089.222222,1110,1172.64,13147695,38376173,29188518,35279478,26833204,9193068,19997960,15210240,5211036,5668440,3037726,5869400,50566339,-1365079,1365079,3148789,421341,1546000,2316312,1374000,2640277,4896650,7085065
nttmgd0001.2014,4142.086667,16,0,0,0,0,0,0,0,0,0,0,1.55,2,10,6.733333333,0.732,0.002,0,10.15854757,12.39848547,305.2,235.2,25.8,130.5,96.4,625.8,722.2,813.3,83.1,0,38.4,0,970.8,970.8,8.2,9,12,1,3,102.2672291,102.2927818,103.1810387,104.4373277,104.1742325,106.2889646,145.78339,144.5801468,164.4786218,108.6147804,108.659771,111.7435056,2,14.9,16,21,558.6666667,6,6,8.89,13.91666667,14.5,20,78.5,76.5,91.89,557,595.34,973.6666667,974.5,1042.24,1423,1423,1590.47,2560.25,2535,2757.58,3116.083333,3131.5,3444.88,2032.5,2053,2284.87,14614858,26294933,17991918,32003595,21897985,12171012,20874700,14283204,7938678,6522611,2789757,4491933,38478593,-1878130,1878130,1149826,-979563,1587000,1693689,1137000,1898586,2854632,3412741
nttpck0001.2014,8627.187917,16,8,8,8,128,0,8,8,8,1,2,0.16316,19,1,1.466666667,22.052,10.513,4.491,10.82515786,11.87848179,432.8,426.5,185.6,449.2,450.3,1051.3,1501.6,1333,290.5,0,105,55.3,1573.6,1628.9,31.66666667,32,41.78,3,8,105.3509884,105.2168846,106.4265925,109.7392362,109.8616638,112.1565581,152.3532257,151.5982895,159.17703,119.2125301,118.5771027,122.3575908,3,50.66666667,52,62.89,299.5833333,5.833333333,6,8,43.91666667,42.5,49,48.83333333,49,52.78,301,372.14,529.75,515.5,616.7,664.1666667,666.5,787.38,2130,2121,2224.28,1794.75,1738.5,2053.89,957.8333333,924,1159.2,12537360,40207645,32070263,33879188,27022585,8426056,18080856,14421581,4496870,5336862,3135527,6021061,50540128,-1131601,1131601,3799806,856269,1601000,2491369,1466000,2821401,5246958,7910420
nttstu0001.2014,20631.12333,25,0,0,0,0,0,0,0,0,0,0,1.03333,3,13,6.3,1.543,0.014,0,10.26118218,12.19653261,315.6,259.3,36.3,159.4,124.3,663.3,787.6,588.3,84.4,0,44.4,0,899.7,899.7,26.22222222,30,35.76,3,4,103.8715083,103.7766418,104.8397311,106.870408,106.7856674,109.2506863,155.6906891,155.0435333,162.862428,114.4899775,114.5688248,117.8520837,3,43,49,55.76,294.5555556,9.666666667,11,11.92,31,34,37.2,58.11111111,54,73.36,255,464.12,534.5555556,464,784.72,731.1111111,627,1155.76,1768.444444,1610,2262.6,1877.111111,1715,2493.16,1062.444444,912,1499.44,13676990,33082519,24188450,35115361,25674772,10614476,19875286,14531915,6007791,5659998,2534922,5360556,45322841,-1557312,1557312,2494700,-299040,1234000,1761422,1037000,2074277,4149660,5551864
site01.2023,23807.33056,16,0,6,5.625,90,1.452368755,6,6,0,1,1,0.17222,18,1,1.433333333,21.111,9.427,3.611,8.237194653,8.977485376,414.4,360.9,260.3,97.5,408.9,569.7,978.6,1158.3,315.4,0,1.1,1.1,1046.6,1047.7,52,51,55.84,3,5,104.9785216,104.9593658,105.2095932,112.5560498,112.4024277,114.0970123,141.7626478,142.4683685,144.7716248,120.1677305,120.0541534,121.0851917,3,74.77777778,74,77.92,322.5,5,5,5.98,49.5,49.5,49.95,43.5,43.5,44.97,322.5,341.61,534,534,551.64,646.5,646.5,666.59,2277.5,2277.5,2352.47,1665,1665,1670.88,856,856,869.72,12106742,42649813,35228152,31179775,25754060,7310648,16029963,13240526,3758507,5141141,3347203,6200640,51583765,-949153,949153,4535589,1552511,1743000,2767595,1631000,3087846,5579884,8774365
site02.2023,18532.29,20,0,9,8.1,162,2.7,9,9,0,1,2,0.155,20,1,1.466666667,22.908,11.563,,8.224423979,8.915615782,412.4,357,254,97.6,402,565.3,967.3,1122,302.7,0,2.9,2.9,985.2,988.1,33.375,33,45.5,3,4,104.5899243,104.5753212,105.3103455,109.4507651,109.3149033,111.8186474,149.9809551,150.1078873,162.0836914,117.5221276,117.502533,120.0392967,3,53.25,53,68.2,242.875,2.5,2,4.85,51,51,55.25,44.75,45,50.55,231.5,302.5,425.875,423,486.95,500.8125,496.5,566.8,2084.75,2079,2246.1,1798.6875,1737,2019.15,841.1875,801,1023.55,11759613,48952157,41627356,42235104,35915387,8627833,19751981,16796456,4034956,4676674,3314023,6612196,57688581,-810811,810811,4249573,736734,1659000,2782482,1584000,3132911,6130031,10415680
site03.2023,13212.7275,20,8,8,8,160,0,8,8,8,1,2,0.17222,18,1,2.633333333,21.111,9.427,3.611,8.227277077,8.927741991,410.3,351.1,244.2,96.8,390.5,559.3,949.8,856.4,240.5,0,0.3,0.4,696.1,696.5,37.77777778,39,40,3,8,104.2455258,104.3638763,104.939455,108.1099828,108.4720154,109.0701572,154.6672109,154.8288574,156.444538,115.4890433,115.6472473,117.5706219,3,58.66666667,60,62,336.1666667,11.83333333,11,20.5,36.83333333,37,37.75,49.5,50,54.85,331.5,370.6,560.1666667,565,608.9,788.5,780.5,847.3,1992,1995,2020.95,2067.833333,2108.5,2229.1,1265.833333,1290,1380.85,14076168,35560845,25263158,36914609,26224900,10380689,22597441,16053688,6354585,6121544,2844280,5611285,50054082,-1691395,1691395,2232115,-184775,1432000,2011231,1204000,2321337,4330935,5899430
site04.2023,13908.65,20,8,8,8,160,0,8,8,8,1,2,0.20667,15,1,1.9,17.791,6.146,1.535,8.227277077,8.927741991,410.3,351.1,244.2,96.8,390.5,559.3,949.8,856.4,240.5,0,0.3,0.4,696.1,696.5,33.58333333,33.5,39.67,3,4,103.8428243,103.9433899,104.3924884,107.1179148,107.0021439,109.5558974,159.0954819,157.8209,168.2334189,115.089742,115.0439835,118.1209386,3,53.66666667,53.5,61.56,409.5833333,20.33333333,20.5,24.89,27.58333333,28,31.35,50.83333333,51,57.45,405.5,473.67,627.9166667,625,692.48,899.4166667,894,980.76,1851.083333,1837.5,1938.35,2083.416667,2060,2260.15,1453,1430,1597.27,14323822,29479761,20580932,33179827,23164088,11255121,23140013,16154915,7849458,6974121,2455202,4939467,42328320,-1782438,1782438,1204600,-589731,1224000,1569315,952000,1842581,3461818,4349057
site05.2023,7552.965,16,0,6,5.25,84,1.984313483,6,6,0,1,1,0.23846,13,1,2.866666667,15.204,4.149,0.7,8.225454298,8.935475493,409.1,347.7,242.8,96.1,386.2,556.9,943.1,897.4,229.3,0,0.6,0.7,732.7,733.4,48.88888889,49,53.92,3,1,103.9343491,103.9564056,104.4163913,107.5631324,107.4016037,108.5260626,157.8667518,158.3774872,162.5021301,115.0046802,114.7859497,116.1750482,3,71.44444444,71,76.84,276.2222222,26.33333333,28,32,32.33333333,34,40,40.22222222,39,49.76,285,303.92,499,505,539.64,662.8888889,671,747.84,2105.666667,2090,2257,2299.222222,2359,2502.72,1238.888889,1268,1417.08,13284346,42197729,31765002,46076598,34684881,10919213,24827433,18689239,5883595,5388296,3168069,6167435,55964032,-1403962,1403962,2593479,-440509,1606000,2455159,1443000,2786790,5215034,7831877
site06.2023,10982.86,20,0,6,5.7,114,1.307669683,6,6,0,1,1,0.20667,15,1,1.933333333,17.791,6.146,1.535,8.225454298,8.935475493,409.1,347.7,242.8,96.1,386.2,556.9,943.1,897.4,229.3,0,0.6,0.7,732.7,733.4,41.33333333,42.5,46,3,1,104.3383058,104.6342201,105.1270573,107.4582055,107.6296883,109.0929967,165.3090312,163.788887,175.6807831,115.6367639,116.0954285,117.8650183,3,62.91666667,64,68,266.0833333,6.5,7,8.89,44.08333333,44,48.35,48.08333333,47,55,260.5,300.23,478.5,480.5,497.45,670.6666667,673,707.89,1975.75,1963.5,2145.62,2385.416667,2364,2552.5,1308.416667,1269.5,1477.64,14016022,41290491,29459493,49851968,35567843,12073474,27344131,19509195,6622380,5485066,3012881,6102731,57914340,-1672474,1672474,2031678,-940367,1497000,2226250,1305000,2560497,4933837,7169045
site07.2023,15024.625,16,6,6,6,96,0,6,6,6,1,1,0.25833,12,1,2.066666667,13.818,3.267,0.434,8.227487362,8.907013603,411.45,353.95,245.4,97,393.35,561,954.35,908.4,264.65,0,1,1.1,754.95,756.05,34.16666667,32,46.67,3,8,104.4888554,104.4084473,104.7605211,109.3273048,109.2801971,111.1277225,151.2340965,151.2754974,154.9075093,116.9927464,116.8420525,119.2563113,3,54.16666667,52,69.67,310.25,11.75,12,14.89,45.33333333,45,50,41.33333333,41.5,44.89,313.5,330.01,488.5833333,486.5,518.78,597.1666667,600,656.57,1826.25,1818.5,2008.94,1781.166667,1792,1897.18,1090.083333,1090,1187.29,12222412,37378475,30581915,36455739,29826961,9753137,22311104,18254256,5968971,6120052,2744053,5782195,45775749,-1004608,1004608,2524005,124757,1338000,2134063,1229000,2483497,5072225,7488929
site08.2023,17831.345,16,0,6,5.25,84,1.984313483,6,6,0,1,1,0.31,10,1,2.5,10.917,1.813,0.134,8.227487362,8.907013603,411.45,353.95,245.4,97,393.35,561,954.35,908.4,264.65,0,1,1.1,754.95,756.05,46.33333333,47,52.84,3,4,104.1813863,104.3575287,104.8488705,109.7880834,110.0923386,111.846662,146.7364943,145.2572327,153.3313,116.6389677,117.7351074,119.57047,3,68.44444444,70,74.92,238.1111111,2.111111111,2,4.92,48.11111111,49,51.6,48.33333333,47,53,240,282,449,450,478.84,582.2222222,576,662.44,2204.444444,2238,2413.12,1775.666667,1808,1899.72,848.3333333,836,960.6,12967087,49096758,37862595,39547142,30498092,8054940,18893838,14570611,3848286,4777548,3439828,6615153,63627065,-1290010,1290010,4442988,1078160,1755000,2792921,1622000,3124839,5821967,9460066
site09.2023,21703.0275,20,0,0,0,0,0,0,0,0,0,0,0.25833,12,2,2.2,13.818,3.267,0.434,8.169710823,8.907733177,419.1,347.8,219.9,90.5,355.8,567.3,923.1,1010,379.3,0.3,0.2,0.5,1006.7,1007.2,44,44,50.68,3,8,104.6801563,104.5930023,105.2906573,109.4591259,109.02034,111.2599792,149.9260796,150.9003601,154.7939001,117.6710968,118.0672302,119.3070874,3,66.22222222,67,73.68,303.5555556,2,2,3,45.77777778,45,50.6,50.88888889,52,54.84,328,353.36,498.7777778,508,526.2,637.7777778,636,667.76,2095.222222,2062,2428.76,1915.444444,1942,2094.36,953.5555556,956,1147.52,12786812,42007129,32851916,38402762,30033101,9141963,19117844,14951220,4551095,4978247,3154879,6158889,53810221,-1224670,1224670,3746719,448878,1597000,2492933,1458000,2828505,5336750,8135198
site10.2023,28623.98,16,0,0,0,0,0,0,0,0,0,0,0.31,10,3,2.566666667,10.917,1.813,0.134,8.191226148,8.896902339,417.8,345.1,221.1,92.3,357.6,564.3,921.9,1099.3,386.2,0.1,0.7,0.8,1060.6,1061.4,45.77777778,47,50.92,3,8,103.9329605,103.9663696,104.2643811,106.4087507,106.4996643,107.2711649,171.0332506,170.9199829,182.72104,114.0872904,113.9648743,115.1849817,3,68.44444444,70,73.92,259.5555556,22.11111111,23,23.92,36.33333333,37,40.6,39.66666667,40,46.6,258,294.68,489.6666667,492,526.56,676.8888889,681,721.64,2170.555556,2128,2306.84,2092.888889,2059,2318.52,1060.555556,1045,1208,13823463,44327207,32066645,42741094,30919238,9642181,21658725,15668089,4886102,5067424,3292205,6321926,61346348,-1605150,1605150,3436533,183013,1681000,2530075,1494000,2856232,5249473,7916638
site11.2023,369.6,16,0,0,0,0,0,0,0,0,0,0,0.16316,19,2,1.566666667,22.052,10.513,4.491,8.197412262,8.892026781,417.4,343.7,228.1,95.8,367.6,563.3,930.9,1227.8,418.5,0.1,1.6,1.7,1130.3,1132,12,10.5,30.58,2,1,102.779925,102.623455,103.3351395,104.1360079,104.2001877,104.5020063,170.084053,168.3592987,,110.6017405,110.3869095,111.6009756,2,21.08333333,19,49.37,536.5,27.75,28,31.97,18.5,18.5,19,52.25,51.5,57.88,538.5,576.79,766.5,760,843.62,936.75,924.5,1050.99,1745.75,1731.5,1868.26,2477.75,2470.5,2538.65,2031.25,2035.5,2087.83,12221135,22775603,18636242,32325506,26450494,14193040,26500326,21684014,11635400,8197962,1955132,3898845,27836443,-998825,998825,-757415,-1733775,979000,1330665,809000,1579872,3017531,3653997
site13.2023,20381.025,16,0,0,0,0,0,0,0,0,0,0,0.16316,19,1,1.4,22.052,10.513,4.491,8.285784801,8.907959625,423.4,349.5,236.1,100,381.9,571.7,953.6,1349.2,412.5,0.3,1.2,1.6,1191.5,1193.1,54.33333333,54,58.89,3,8,104.8483957,104.9457092,105.31639,109.9916973,110.2082443,110.8160591,153.3896561,153.8107834,155.4662196,118.0969175,118.3387032,119.4061528,3,76.75,77,80.89,230.3333333,1.25,1,2,51.16666667,51,54.45,46.08333333,46,48.89,231.5,279.59,447.25,447,496.58,567.4166667,571,645.58,2267.083333,2268.5,2400.4,1812.333333,1812,1982.67,833.8333333,834.5,945.6,12686790,50689398,39954472,40521707,31940079,7994119,18643563,14695256,3678000,4600883,3539020,6705969,64330886,-1183432,1183432,4625806,1115469,1820000,2930032,1700000,3255042,5998589,9995590
site14.2023,6094.4275,16,0,0,0,0,0,0,0,0,0,0,0.16316,19,1,1.433333333,22.052,10.513,4.491,8.24180534,8.935562619,400.8,343.8,201.8,82,333,548.5,881.5,849.7,299.1,0,0,0,909.1,909.1,21.66666667,17.5,45.34,2,8,103.136001,103.0169334,104.1923412,105.0687288,104.3946762,108.5789325,167.0815557,164.4635086,186.6914322,111.5503235,111.0209808,116.5675516,2,35.5,30,67.34,352.5833333,12.83333333,14,21,38.91666667,40,51.35,46.58333333,45,53.78,349.5,433.51,590.0833333,593.5,694.6,854.6666667,895,1020.56,2146.416667,2162.5,2284.73,2572.916667,2613,2961.58,1513.166667,1516.5,1716.56,14483830,36374806,25114080,43602599,30104329,11987033,25643271,17704758,7049734,5881134,3017063,5687135,52648205,-1828255,1828255,1729981,-902925,1556000,2123519,1292000,2422500,4306667,5852068
site15.2023,32025.21,20,7,7,7,140,0,7,7,7,1,2,0.3875,8,3,3.8,7.949,0.82,0.027,8.196181297,8.940234261,382,323.5,174.3,71.9,289,525,814,848,236.8,0,0,0,871.1,871.1,59.33333333,58.5,68.34,3,4,104.2241383,104.1806831,104.6981124,109.9695975,109.7386131,112.360565,145.0929705,146.9319916,150.8769412,117.052796,116.8391113,119.3396071,3,81,80.5,87.56,273.3333333,6.083333333,6,8.89,52.58333333,52.5,57,39.83333333,40,44,263,365.81,479.1666667,479,537.68,574.1666667,588,632.67,2160.666667,2116.5,2348.46,1795.25,1773,1997.67,961.9166667,969,1116.9,11982609,45092174,37631350,37466087,31267054,8308778,20074783,16753266,4451944,5358121,3300825,6369837,54037421,-902184,902184,3841717,922882,1681000,2738959,1586000,3076028,5801024,9398624
site16.2023,11365.2,20,0,8,5.2,104,3.815756806,8,8,0,1,2,0.19375,16,2,1.933333333,18.978,7.223,2.12,8.163572461,8.919308935,379.8,318.3,167.7,69.7,278.3,520.6,798.9,867,248.2,0,0,0,901,901,16.625,15,25.55,2,8,103.1249809,103.1573753,103.4868069,104.1425014,103.9584541,105.6121536,177.6759233,180.0628586,,110.7831655,111.2062111,112.2158321,2,28.875,27,42.4,385.6875,4.3125,4,7,18.875,18.5,25,75.4375,76,80.85,391,440,558.0625,558.5,596.4,752.25,755.5,814.4,1557.4375,1550.5,1640.7,2649.0625,2618,2921.25,1804.8125,1781.5,2041.85,13479673,27907940,20703722,47468921,35215188,17009110,32340688,23992190,11588346,6813023,2106114,4723404,37604347,-1480916,1480916,-734900,-2596291,999000,1371033,805000,1652073,3486358,4389158
site17.2023,23704.695,16,0,0,0,0,0,0,0,0,0,0,0.25833,12,3,1.9,13.818,3.267,0.434,8.195126762,8.935893735,377.3,322,171.5,69.1,285,517.4,802.4,875.8,247.6,0,0,0,840.9,840.9,56.88888889,58,58,3,1,104.967386,104.9207611,105.1841675,110.2132068,110.2885895,110.8117844,151.1948836,151.2503967,155.1870233,118.4091119,118.5862198,119.137236,3,79,80,80,279.4444444,1.333333333,1,2,53,54,54,44,43,45.92,280,287.84,506.4444444,506,524.36,639.8888889,644,665.6,2395.333333,2401,2498.36,1976.444444,1984,2085.96,909.4444444,907,978.36,12634928,47297060,37433582,39025889,30887307,8251229,17957437,14212537,3796734,4601417,3586255,6511548,59773040,-1161572,1161572,4497579,958591,1889000,2971650,1756000,3278566,5787739,9359865
site18.2023,22731.51047,20,0,5,2.25,45,2.487468593,0,0,5,0,0,0.18235,17,2,1.633333333,20.085,8.323,2.815,8.211059545,8.929222397,378.5,323.3,173.7,69.8,288,519.6,807.6,868.2,255.4,0,0,0,840.6,840.6,45.58333333,46,49.89,3,8,104.7011909,104.6833458,105.0886516,109.8290176,109.6360016,111.1503795,151.2573764,150.3836594,158.9957054,117.5209026,117.1955338,119.08296,3,67.91666667,68,72.78,328,12.33333333,12,13.96,45.33333333,45,47.7,41,40,43.92,341,349.82,534.6666667,531,556.48,713.3333333,720,726.86,2075.666667,2063,2160.02,1926.333333,1939,1958.6,1242.666667,1251,1256.88,13341646,38821696,29098131,36028678,27004673,9280552,23241895,17420561,5986832,6450943,3037850,5906478,51883004,-1435445,1435445,2511305,372407,1541000,2298430,1362000,2623267,4885222,7059421
site20.2023,19813.3425,16,0,0,0,0,0,0,0,0,0,0,0.18235,17,1,1.533333333,20.085,8.323,2.815,8.24500874,8.934433885,404.8,351.4,213.5,85.3,351.2,554.6,905.8,808.6,307.9,0,0,0,875.2,875.2,34.22222222,34,36,3,1,103.3547007,103.1853409,104.3042438,107.1104499,107.1151886,108.5611911,147.6905416,146.522049,161.6577173,112.7080409,112.2851563,115.9242346,3,54.22222222,54,56,402.3333333,2.666666667,2,4.84,42.11111111,42,44,53.66666667,54,55,404,423.36,687.4444444,694,717.6,1031.777778,1056,1087.92,2699.777778,2731,2776.84,2409.333333,2433,2524.68,1231,1237,1339.56,15008890,39272668,26166272,35047681,23351281,8924191,17906902,11930864,4559635,5109297,3598855,5942115,58958724,-2002328,2002328,3735369,567737,2012000,2608361,1668000,2865979,4471850,6179761
site22.2023,25116.35,16,0,0,0,0,0,0,0,0,0,0,0.22143,14,1,1.766666667,16.531,5.115,1.063,8.211059545,8.929222397,378.5,323.3,173.7,69.8,288,519.6,807.6,868.2,255.4,0,0,0,840.6,840.6,51,51,53,3,1,104.8174572,104.8114166,105.1205105,111.209149,111.325264,111.5908981,145.118192,145.7423172,148.2060051,118.9888401,119.155899,119.5092621,3,73.41666667,74,75,240.5,2.083333333,2,3.89,45.58333333,45,48.45,50.83333333,51,53,245.5,257.34,485.3333333,486,510.79,640.0833333,639.5,679.12,2308.25,2296,2459.31,1819.833333,1832,1929.14,888.1666667,887,970.9,13188530,47560096,36061711,37496566,28431194,7884039,18300137,13875797,3847792,4880484,3508918,6527032,62796046,-1377778,1377778,4443054,1184880,1823000,2830628,1668000,3147962,5658073,8990129
site23.2023,9471,20,0,8,7.6,152,1.743559577,8,8,0,1,2,0.18235,17,2,2.033333333,20.085,8.323,2.815,8.178853885,8.932256741,373.8,321,168.5,66.6,280.6,510.9,791.5,851,229.1,0,0,0,800.8,800.8,17.22222222,17,19.92,2,8,103.4996168,103.5348358,104.0359781,104.5041156,104.50634,105.3991711,179.0213589,178.8335266,181.1178577,112.0736694,112.3577728,114.040166,2,30.11111111,29,34.84,441.1111111,24.44444444,24,31.68,27.77777778,28,32.4,46.33333333,46,48.84,403,544.16,712.6666667,702,821,897.6666667,879,1063.48,1833.333333,1854,1881.48,2360,2389,2496.04,1845.444444,1830,2011.84,12595884,25724977,20423320,33115061,26290382,12872727,25894917,20558237,10066061,7819680,2228628,4404715,32433582,-1149782,1149782,-32626,-1256857,1121000,1544343,936000,1816300,3428571,4295028
umb07.2013,7150.5175,16,0,0,0,0,0,0,0,0,0,0,0.31,10,2,2.233333333,10.917,1.813,0.134,10.88804053,11.81200501,469.3,372.5,170.9,397.1,375.7,1026.4,1402.1,610.4,445.9,0.2,162.1,15.2,1074.3,1089.5,39.66666667,42,46.76,3,4,103.8933555,103.9371338,104.5604263,108.210222,108.4381866,110.8264484,150.2831743,151.1769562,152.4350287,115.6130659,116.932373,118.4339706,3,61.11111111,63,69.76,347.0833333,3.75,4,4.89,40.75,41.5,44.9,54,53.5,58.89,354.5,386.34,629.1666667,626.5,669.23,839.25,822,929.49,2414.666667,2412,2499.58,1989.583333,1972,2101.35,1022.666667,1012,1174.96,13339073,38378808,28771721,31622517,23706683,8239578,16254305,12185483,4235229,5140105,3328982,5865922,51191509,-1430518,1430518,4051222,965251,1785000,2569684,1575000,2862595,4841685,6962414
vrd16.2012,18.48,20,0,0,0,0,0,0,0,0,0,0,0.51667,6,2,6.533333333,5.087,0.269,0.003,10.07826001,11.97398404,249.9,183.4,21.4,108.5,40,516.8,556.8,262.1,371.7,0,40.7,1.5,758.6,760.1,1.666666667,1,2.96,1,2,100.7204393,100.695919,100.9093452,101.5509993,101.569088,101.9652772,124.4319057,124.8865814,131.1499966,103.1184775,103.0259361,103.7334869,1,2.6,2,5.88,716.25,7.333333333,7.5,9,3.166666667,2,8.35,87.83333333,87,92.89,727,786.8,1161.416667,1193.5,1228.12,1781.833333,1773.5,1868.35,2967.583333,2968.5,3088.58,2930.083333,2936.5,3130.61,1777.833333,1775.5,1949.22,15341896,25551410,16654663,25228528,16444205,9873635,15307455,9977551,5990846,6067518,2967791,4375000,39202795,-2107410,2107410,2508432,62744,1806000,1661995,1186000,1824990,2497894,2907045
vrd20.2012,166.32,16,0,0,0,0,0,0,0,0,0,0,0.3875,8,2,3.266666667,7.949,0.82,0.027,10.21830987,11.87289959,255.3,183.7,21.3,112.6,41.2,525.2,566.4,231.8,382.8,0,55.8,3.9,765.8,769.7,1.5,1.5,1.99,1,7,100.8994742,100.9125519,101.1722974,102.1467828,102.2048721,102.6566278,129.6194534,129.937439,133.1185754,103.7301814,103.7579956,104.5466901,1,2.25,1.5,4.91,675.7777778,30.77777778,30,37.52,3.555555556,2,7.8,64.11111111,65,69.84,665,730.76,976.2222222,971,1046.8,1435.888889,1453,1502.72,2172,2159,2241.32,2528.888889,2507,2663.92,1819.111111,1821,1939.76,14708627,22249033,15126519,25904849,17612010,11643135,18634191,12668885,8375281,7193322,2201767,3799238,32719909,-1903774,1903774,884490,-757447,1196000,1114147,737000,1284420,2043249,2302800
vrd22.2012,295.68,16,0,0,0,0,0,0,0,0,0,0,1.03333,3,2,6.733333333,1.543,0.014,0,10.1693164,11.87896198,256.2,184.5,21.2,112.3,41.6,527.7,569.3,211.5,365.5,0,78.5,3.6,744.4,748,2.333333333,2,3.96,1,7,101.2481706,101.3280716,101.5570554,102.2712063,102.2445526,102.5455194,145.4407467,147.2708893,151.6260974,104.5138287,104.7824631,105.1368555,1,3.2,3,6.88,744.3333333,27.41666667,26,36.67,4.333333333,3.5,9.35,66.75,68.5,72.89,738,793.23,1120.5,1121.5,1193.94,1574.75,1574,1635.46,2449.5,2471.5,2576.48,3029.666667,3001,3174.29,2191.666667,2201.5,2321.92,14053994,21860776,15554850,27038524,19239033,12368511,19559720,13917553,8947404,7234019,2326409,3723732,30729640,-1685226,1685226,556034,-1058781,1329000,1285592,875000,1454616,2174994,2473606
vrd23.2012,406.56,16,0,0,0,0,0,0,0,0,0,0,0.51667,6,2,3.766666667,5.087,0.269,0.003,10.2663371,11.81743993,258.6,184.7,21.5,115.1,43,531.5,574.5,204.6,379.7,0,84.5,7.3,760.8,768.1,1,1,1,1,6,100.9317722,100.9025269,101.1630211,102.4486726,102.4402733,103.0538204,130.588824,130.8396606,134.6050688,103.5723349,103.4875641,104.7592413,1,1.2,1,1.96,,34.41666667,34,43.89,3.166666667,2.5,5.45,61,62.5,71.89,,,,,,,,2090.89,2797.083333,2795.5,3024.77,2970.166667,2983,3145.53,2201.166667,2206,2306.49,14852714,20728092,13955761,22010745,14819342,10618799,16311987,10982496,7869507,7410920,2374809,3492523,30801104,-1953475,1953475,1192477,-299983,1448000,1093776,793000,1213652,1651739,1814011
