uid,site,date,zone,easting,northing,lattitude,longitude,datum,factor,count,north_sp01,north_l_sp01,north_d_sp01,north_sp02,north_l_sp02,north_d_sp02,north_sp03,north_l_sp03,north_d_sp03,north_sp04,north_l_sp04,north_d_sp04,north_sp05,north_l_sp05,north_d_sp05,north_sp06,north_l_sp06,north_d_sp06,north_sp07,north_l_sp07,north_d_sp07,north_sp08,north_l_sp08,north_d_sp08,north_sp09,north_l_sp09,north_d_sp09,north_sp10,north_l_sp10,north_d_sp10,north_sp11,north_l_sp11,north_d_sp11,cent_sp01,cent_l_sp01,cent_d_sp01,cent_sp02,cent_l_sp02,cent_d_sp02,cent_sp03,cent_l_sp03,cent_d_sp03,cent_sp04,cent_l_sp04,cent_d_sp04,cent_sp05,cent_l_sp05,cent_d_sp05,cent_sp06,cent_l_sp06,cent_d_sp06,cent_sp07,cent_l_sp07,cent_d_sp07,cent_sp08,cent_l_sp08,cent_d_sp08,cent_sp09,cent_l_sp09,cent_d_sp09,cent_sp10,cent_l_sp10,cent_d_sp10,cent_sp11,cent_l_sp11,cent_d_sp11,south_sp01,south_l_sp01,south_d_sp01,south_sp02,south_l_sp02,south_d_sp02,south_sp03,south_l_sp03,south_d_sp03,south_sp04,south_l_sp04,south_d_sp04,south_sp05,south_l_sp05,south_d_sp05,south_sp06,south_l_sp06,south_d_sp06,south_sp07,south_l_sp07,south_d_sp07,south_sp08,south_l_sp08,south_d_sp08,south_sp09,south_l_sp09,south_d_sp09,south_sp10,south_l_sp10,south_d_sp10,south_sp11,south_l_sp11,south_d_sp11,se_sp01,se_l_sp01,se_d_sp01,se_sp02,se_l_sp02,se_d_sp02,se_sp03,se_l_sp03,se_d_sp03,se_sp04,se_l_sp04,se_d_sp04,se_sp05,se_l_sp05,se_d_sp05,se_sp06,se_l_sp06,se_d_sp06,se_sp07,se_l_sp07,se_d_sp07,se_sp08,se_l_sp08,se_d_sp08,se_sp09,se_l_sp09,se_d_sp09,se_sp10,se_l_sp10,se_d_sp10,se_sp11,se_l_sp11,se_d_sp11,sw_sp01,sw_l_sp01,sw_d_sp01,sw_sp02,sw_l_sp02,sw_d_sp02,sw_sp03,sw_l_sp03,sw_d_sp03,sw_sp04,sw_l_sp04,sw_d_sp04,sw_sp05,sw_l_sp05,sw_d_sp05,sw_sp06,sw_l_sp06,sw_d_sp06,sw_sp07,sw_l_sp07,sw_d_sp07,sw_sp08,sw_l_sp08,sw_d_sp08,sw_sp09,sw_l_sp09,sw_d_sp09,sw_sp10,sw_l_sp10,sw_d_sp10,sw_sp11,sw_l_sp11,sw_d_sp11,ne_sp01,ne_l_sp01,ne_d_sp01,ne_sp02,ne_l_sp02,ne_d_sp02,ne_sp03,ne_l_sp03,ne_d_sp03,ne_sp04,ne_l_sp04,ne_d_sp04,ne_sp05,ne_l_sp05,ne_d_sp05,ne_sp06,ne_l_sp06,ne_d_sp06,ne_sp07,ne_l_sp07,ne_d_sp07,ne_sp08,ne_l_sp08,ne_d_sp08,ne_sp09,ne_l_sp09,ne_d_sp09,ne_sp10,ne_l_sp10,ne_d_sp10,ne_sp11,ne_l_sp11,ne_d_sp11,nw_sp01,nw_l_sp01,nw_d_sp01,nw_sp02,nw_l_sp02,nw_d_sp02,nw_sp03,nw_l_sp03,nw_d_sp03,nw_sp04,nw_l_sp04,nw_d_sp04,nw_sp05,nw_l_sp05,nw_d_sp05,nw_sp06,nw_l_sp06,nw_d_sp06,nw_sp07,nw_l_sp07,nw_d_sp07,nw_sp08,nw_l_sp08,nw_d_sp08,nw_sp09,nw_l_sp09,nw_d_sp09,nw_sp10,nw_l_sp10,nw_d_sp10,nw_sp11,nw_l_sp11,nw_d_sp11
,MRE06A,4/09/2015 8:54,,131.97295,13.56342,,,,0.25,7,Trees,44,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trees,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Myd14a,26/05/2015 13:44,53,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Myd15a,27/05/2015 9:56,53,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Myd16a,27/05/2015 11:34,53,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Myd17a,27/05/2015 13:08,53,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Myd18a,27/05/2015 14:59,53,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Myd19a,28/05/2015 11:41,53,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28/05/2015 14:41,53,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ows00a,2/09/2015 12:38,,133.4728106,-23.88619075,,,,0.1,7,Acacia aneura,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia aneura,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia aneura,2.5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia aneura,7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia aneura,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia aneura,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia aneura,7,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PLC12A,21/09/2015,,-19.13183,134.19789,,,,0.1,7,Tree,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PLC13A,22/09/2015,,-19.55388,134.13043,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PLC14A,23/09/2015,,-19.37646,133.94585,,,,0.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PLC16A,25/09/2015,,-19.52055,133.994486,,,,0.1,7,Tree,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RHD19A,6/10/2015,,-18.80972,134.88414,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RHD20A,7/10/2015,,-18.90289,134.9745,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RHD21A,8/10/2015,,-18.52595,134.92661,,,,0.1,7,Tree,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RHD22A,8/10/2015,,-18.51527,135.23286,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RHD23A,8/10/2015,,-18.80153,135.24171,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RHD24A,10/10/2015,,-19.1143,135.42986,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RVN16A,11/06/2015 8:43,,-18.04881,130.01451,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RVN17A,11/06/2015 14:38,,17.87574,130.08728,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RVN18A,12/06/2015 8:09,,-17.8568,130.03873,,,,0.1,7,Corymbia polycarpa,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corymbia polycarpa,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RVN19A,13/06/2015 11:17,,17.77534,130.19522,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RVN20A,13/06/2015 14:20,,-17.6719,130.01688,,,,0.1,7,Bauhinia cunninghami ,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghami ,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii ,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii ,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii ,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii ,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bauhinia cunninghamii ,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RVN21A,14/06/2015 9:33,,17.63668,130.37215,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STC08A,5/09/2015,,-14.76033,131.79436,,,,0.25,7,Tree,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STC09A,5/09/2015,,-14.73428,131.6949,,,,0.25,7,Tree,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STC10A,6/09/2015,,-14.74804,131.62984,,,,0.25,7,Tree,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SCT11A,6/09/2015,,-14.83918,131.60936,,,,0.25,7,Tree,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STC12A,8/09/2015,,-14.9472,131.75105,,,,0.25,7,Tree,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tre,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TDR14A,5/10/2015 11:54,53,134.5354339,-23.85803164,,,,0.1,7,Ironwood,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,5.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TDR15A,5/10/2015 15:02,53,134.6452419,-23.83861874,,,,0.1,7,,,,Ironwood,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TDR16A,6/10/2015 7:34,53,134.7650176,-23.85580275,,,,0.1,7,Acacia cambagei,7,0,Hakea,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,11,0,Hakea,10,0,Ironwood,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,11,0,Hakea,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,8,0,Hakea,2,0,Ironwood,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,10,0,Hakea,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,9,0,Hakea,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TDR17A,6/10/2015 11:58,53,134.7575335,-23.96239646,,,,0.1,7,Acacia cambagei,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TDR18A,6/10/2015 16:21,53,134.8153364,-24.06497074,,,,0.1,7,Ironwood,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwood,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TDR19a,7/10/2015,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TDR20A,7/10/2015 11:01,53,134.7077494,-24.08821802,,,,0.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwwood,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ironwwood,5,0,Hakea,1,0,Whitewood,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whitewood,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TDR21A,7/10/2015 14:40,53,134.72192,-24.18336304,,,,0.1,7,Acacia cambagei,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acacia cambagei,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TDR22A,8/10/2015 9:48,53,134.837877,-24.16085967,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TDR23A,8/10/2015 12:16,53,134.785044,-24.32988938,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
